Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
60 7000.00 1235.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
59 10000.00 1272.30 98.242065 48.7547 0.709641 15.1241 1.59744 0 7.03618 0.185829 8.99132 0 0 11.9351 1.83557 0.629752 0.103238 3.09714
62 4000.00 1217.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
61 7000.00 1234.90 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
61 1000.00 1220.00 99.679373 48.9924 0.702071 14.9673 1.60034 0 7.03486 0.183149 9.27955 0 0 11.9759 1.81114 0.620672 0.101749 2.73083
60 10000.00 1270.29 97.196338 48.7182 0.715147 15.2436 1.59609 0 7.06032 0.187828 8.88174 0 0 11.8723 1.8535 0.636528 0.104349 3.13047
62 7000.00 1234.80 99.991709 48.836 0.699878 14.9206 1.59534 0 7.0119 0.182562 9.24665 0 0 11.9385 1.80548 0.618733 0.101432 3.04295
62 1000.00 1217.00 99.681765 48.9912 0.702055 14.967 1.6003 0 7.03469 0.183145 9.27933 0 0 11.9756 1.8111 0.620657 0.101747 2.73316
63 7000.00 1234.90 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
61 10000.00 1268.29 96.171626 48.6823 0.720587 15.3626 1.59455 0 7.08431 0.189829 8.77305 0 0 11.8088 1.87142 0.64331 0.105461 3.16382
64 7000.00 1234.90 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04279
64 1000.00 1211.00 99.686586 48.9888 0.702021 14.9663 1.60022 0 7.03435 0.183136 9.27888 0 0 11.975 1.81101 0.620627 0.101742 2.73786
66 4000.00 1217.00 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
62 10000.00 1266.29 95.167479 48.6471 0.725958 15.4811 1.59283 0 7.10813 0.191832 8.66523 0 0 11.7447 1.88934 0.650098 0.106573 3.1972
65 1000.00 1208.00 99.689014 48.9876 0.702004 14.9659 1.60018 0 7.03418 0.183131 9.27866 0 0 11.9748 1.81097 0.620612 0.10174 2.74023
67 4000.00 1216.90 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.0427
66 1000.00 1205.00 99.691454 48.9864 0.701986 14.9655 1.60014 0 7.03401 0.183127 9.27843 0 0 11.9745 1.81092 0.620597 0.101737 2.74261
68 4000.00 1216.80 100.000000 48.8353 0.69982 14.9194 1.59521 0 7.0123 0.182562 9.2498 0 0 11.9375 1.80533 0.618682 0.101423 3.04279
63 10000.00 1264.29 94.183445 48.6124 0.731259 15.5991 1.59095 0 7.13175 0.193836 8.55826 0 0 11.68 1.90725 0.65689 0.107687 3.23061
