CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.681,39.681,-31.1015,-31.1015,SAE,,,s_COR 9 [17181],TEPHRITE [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,43.79,2.95,,18.31,,,,11.71,12.04,4.95,0.19,3,0.7,2.3,0.51,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,345,0,,,44,74,97,96,23,,,,,12,805,27.7,183,69.7,0,,,,,,,2,,,,0.1,528,51.3,92.5,10.23,41.1,7.84,2.65,6.52,1,5.71,1.01,2.7,0.37,2.29,0.32,5,5,,,,,,,,,0,,6.16,1.28,,,,,,,,,,,,,,,,,,,,,,,,,668425
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.681,39.681,-31.1015,-31.1015,SAE,,,s_COR 9/R [17181],TEPHRITE [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,43.48,2.94,,18.22,,,,11.69,11.98,4.93,0.19,3,0.71,2.29,0.51,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,343,0,,,44,72,103,112,23,,,,,12,804,27.1,184,69.2,0,,,,,,,2,,,,0.2,525,51.1,91.8,10.07,40.4,7.77,2.62,6.52,0.98,5.68,0.99,2.74,0.37,2.39,0.32,5,4.92,,,,,,,,,0,,6.16,1.26,,,,,,,,,,,,,,,,,,,,,,,,,668426
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6879,39.6879,-31.1166,-31.1166,SAE,,,s_COR 7 [17181],TEPHRITE [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,44.41,2.57,,14.23,,,,11.52,12.07,9.47,0.19,2.82,0.88,1.94,0.42,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,334,532,,,55,173,98,99,19,,,,,23,587,27.4,158,60.7,0,,,,,,,3,,,,0.2,412,56.9,80.9,9.82,39.1,7.06,2.38,6.15,0.91,5.23,0.91,2.49,0.34,2.1,0.28,4.4,4.31,,,,,,,,,8,,5.3,1.26,,,,,,,,,,,,,,,,,,,,,,,,,668427
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.7143,39.7143,-31.1001,-31.1001,SAE,,,s_COR 12 [17181],BASALT [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,45.49,1.97,,11.86,,,,9.85,13.81,13.43,0.17,2.3,0.55,1.75,0.26,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,282,894,,,61,266,110,61,14,,,,,15,409,17.1,106,33.3,0,,,,,,,1,,,,0.1,227,23.5,46,5.31,22.7,4.75,1.66,4.3,0.67,3.76,0.65,1.75,0.23,1.46,0.2,3.2,2.41,,,,,,,,,0,,2.84,0.68,,,,,,,,,,,,,,,,,,,,,,,,,668428
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.7146,39.7146,-31.1001,-31.1001,SAE,,,s_COR 13 [17181],TRACHYBASALT [17181],,,,,,,,MICROLITIC [17181] ,VOL,,,,,WR [17181] ,47.94,2.41,,17.48,,,,10.68,7.14,2.85,0.23,6.2,2.05,4.15,0.87,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,89,0,,,22,29,13,127,25,,,,,52,751,42.1,305,110.2,2,,,,,,,2,,,,0.4,753,89,157.2,17.19,67.3,12.09,3.92,9.95,1.49,8.82,1.52,4.29,0.6,3.65,0.5,7.3,9.03,,,,,,,,,0,,10.65,2.63,,,,,,,,,,,,,,,,,,,,,,,,,668429
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.7168,39.7168,-31.1033,-31.1033,SAE,,,s_COR 16 [17181],BASALT [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,46.36,2.72,,17.08,,,,10.21,12.76,5.32,0.18,4.26,1.23,3.03,0.49,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,298,51,,,39,74,168,87,21,,,,,35,666,26.1,172,62.6,2,,,,,,,1,,,,0.3,481,43.4,83,9.11,37.3,7.43,2.53,6.25,0.98,5.55,0.95,2.65,0.37,2.27,0.31,4.7,4.53,,,,,,,,,0,,5.42,1.32,,,,,,,,,,,,,,,,,,,,,,,,,668430
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.7196,39.7196,-31.1091,-31.1091,SAE,,,s_COR 17 [17181],BASALT [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,45.4,1.63,,10.02,,,,9.04,14.17,15.41,0.15,1.87,0.4,1.47,0.21,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,235,1250,,,64,298,108,68,13,,,,,8,286,15.8,91,28.4,0,,,,,,,1,,,,0,190,18.5,37.5,4.42,19.2,4.09,1.45,3.79,0.58,3.37,0.58,1.57,0.21,1.27,0.17,2.8,1.94,,,,,,,,,0,,2.3,0.48,,,,,,,,,,,,,,,,,,,,,,,,,668431
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.7132,39.7132,-31.101,-31.101,SAE,,,s_COR 15 [17181],TEPHRITE [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,44.64,2.45,,13.84,,,,11.01,12.94,10.68,0.17,2.61,0.49,2.12,0.34,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,340,460,,,56,223,94,86,17,,,,,13,498,20.2,136,43.2,0,,,,,,,2,,,,1.3,288,30.7,58.3,6.59,27.8,5.6,1.95,4.86,0.76,4.38,0.75,2.05,0.28,1.77,0.23,3.8,3.03,,,,,,,,,8.16,,3.75,0.89,,,,,,,,,,,,,,,,,,,,,,,,,668432
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.713,39.713,-31.102,-31.102,SAE,,,s_COR 14 [17181],TEPHRITE [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,44.99,2.74,,15.91,,,,11.09,12.08,7.07,0.19,3.32,0.45,2.87,0.43,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,333,166,,,47,118,89,123,19,,,,,21,615,23.5,161,58.9,2,,,,,,,1,,,,0.8,400,42.4,79,8.62,35.3,6.92,2.39,5.79,0.89,5.16,0.88,2.4,0.34,2.11,0.29,4.6,4.2,,,,,,,,,0,,5.19,1.27,,,,,,,,,,,,,,,,,,,,,,,,,668433
[17181],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.7138,39.7138,-31.1011,-31.1011,SAE,,,s_COR 52 [17181],BASALT [17181],,,,,,,,PORPHYRITIC [17181] ,VOL,,,,,WR [17181] ,45.37,2.11,,12.88,,,,9.97,13.36,11.41,0.18,2.54,0.79,1.75,0.35,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,256,399,,,45,167,98,67,15,,,,,19,445,19.5,127,40.6,1,,,,,,,0,,,,0.1,314,30.6,58.4,7.03,27.7,5.65,1.76,5.06,0.77,4.17,0.8,2.05,0.28,1.68,0.25,3.5,3.02,,,,,,,,,1.67,,3.55,0.88,,,,,,,,,,,,,,,,,,,,,,,,,668434
[16341][18464][19965],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6752,39.6752,-31.1036,-31.1036,SAE,2,2,s_C-09-01 [16341],"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,45.54,2.43,,13.99,,,,10.19,12.06,9.27,0.18,4.29,1.17,3.12,0.49,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,5.5,,5.2,,,,,,,,,,,,32.23,,268.27,456.15,,,49.13,182.13,161.28,80.98,,,,,,26.54,540.65,24.9,184.58,64.8,1.54,,,,,,,,,,,0.28,380.46,38,72.99,8.62,32.82,6.36,2.02,5.71,0.8,4.36,0.79,2.14,,1.71,0.19,3.81,3.95,,,0.00008,,,,,,2.36,,4.67,1.25,0.51292,,,0.70335,,19.7826,,15.6268,,39.4768,,,,,0.1284,,,0.283022,,,,,,,90983-C-09-01
[16341][18464][19965],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6766,39.6766,-31.1025,-31.1025,SAE,2,2,s_C-09-02 [16341],TEPHRITE [16341] / NOT GIVEN [19965],80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,47.06,3.1,,16.33,,,,10.82,8.61,4.23,0.22,7.07,1.97,5.1,0.84,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,12.82,,213.48,21.87,,,28.8,11.26,35.06,105.61,,,,,,47.96,738.23,38.87,306.77,109.74,2.61,,,,,,,,,,,0.4,629.7,63.55,122.68,15.26,54.68,10.19,3.14,8.89,1.26,6.67,1.25,3.35,,2.68,0.34,5.81,6.69,,,,,,,,,3.3,,7.71,1.94,0.51293,,,0.703386,,19.7799,,15.6236,,39.4387,,,,,,,,0.283046,,,,,,,90984-C-09-02
[16341],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6802,39.6802,-31.0963,-31.0963,SAE,5,5,s_C-09-05 [16341],TEPHRITE [16341],80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,44.64,3.34,,15.15,,,,13.03,11.06,5.97,0.2,5.22,1.24,3.98,0.55,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.8,,,,53.8,68,56.1,104.5,,,,,,29.1,644.5,31.7,191.9,63.3,2,,,,,,,,,,,,472.8,,82.7,,,,,,,,,,,,,,,,,,,,,,,1.9,,7.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,90987-C-09-05
[16341][18464][19965],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6802,39.6802,-31.0963,-31.0963,SAE,2,2,s_C-09-06 [16341],"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,45.15,2.66,,13.79,,,,10.91,11.94,8.76,0.18,4.4,1.12,3.28,0.49,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,4.6,,5.5,,,,,,,,,,,,30.35,,327.34,417.9,,,50.99,186.38,127.11,82.49,,,,,,28.9,560.48,25.99,181.47,60.2,1.76,,,,,,,,,,,0.26,383.54,36.25,69.15,8.38,32.28,6.38,2.03,5.73,0.81,4.42,0.82,2.17,,1.72,0.2,3.66,3.64,,,,,,,,,1.62,,4.22,1.02,0.512922,,,0.703432,,19.6497,,15.6168,,39.3492,,,,,,,,0.283042,,,,,,,90988-C-09-06
[16341],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6802,39.6802,-31.0963,-31.0963,SAE,5,5,s_C-09-07 [16341],"BASALT, ALKALINE [16341]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,45.18,1.98,,12.48,,,,9.64,13.9,11.49,0.16,3.34,0.45,2.89,0.3,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.69,,296.59,697.02,,,55.03,189.73,95.89,67.58,,,,,,10.87,425.54,19.96,125.96,35.9,0.97,,,,,,,,,,,0.37,244.61,23.49,46.41,5.82,23.26,4.9,1.53,4.62,0.68,3.6,0.69,1.78,,1.4,0.19,2.97,1.93,,,,,,,,,1.35,,2.62,0.65,,,,,,,,,,,,,,,,,,,,,,,,,90989-C-09-07
[16341][18464][19965],OCEAN ISLAND,AZORES / CORVO / PRE-CALDERA STAGE,,39.6736,39.6736,-31.1089,-31.1089,SAE,5,5,s_C-09-18 [16341],TEPHRITE [16341] / NOT GIVEN [19965],80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,44.56,2.58,,14.9,,,,10.84,12.04,8.08,0.19,4.73,1.18,3.55,0.45,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,4.3,,6.5,,,,,,,,,,,,28.85,,338.31,226.46,,,52.53,150.61,121.19,82.98,,,,,,28.66,592.95,24.95,176.95,61.8,1.93,,,,,,,,,,,0.29,381.32,36.24,69.66,8.27,31.4,6.09,1.95,5.45,0.76,4.17,0.76,2.04,,1.61,0.18,3.52,3.58,,,0.00012,,,,,,1.68,,4.05,1.1,0.512921,,,0.703372,,19.7662,,15.6282,,39.4472,,,,,0.137,,,0.283041,,,,,,,91002-C-09-18
[17181],OCEAN ISLAND,AZORES / CORVO / SYN-CALDERA STAGE,,39.7008,39.7008,-31.085,-31.085,SAE,,,s_COR 28 [17181],"TRACHYANDESITE, BASALTIC [17181]",,,,,,,,GLASSY [17181] ,VOL,,,,,WR [17181] ,54.87,1.19,,17.35,,,,7.81,4,1.61,0.27,8.28,2.85,5.43,0.5,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,13,0,,,7,0,0,118,23,,,,,86,611,35.5,405,150.7,5,,,,,,,2,,,,0.9,992,100.4,175.8,17.62,63.7,10.29,3.32,7.26,1.2,7.17,1.26,3.69,0.55,3.59,0.51,9.3,10.25,,,,,,,,,7,,13.77,3.24,,,,,,,,,,,,,,,,,,,,,,,,,668435
[17181],OCEAN ISLAND,AZORES / CORVO / SYN-CALDERA STAGE,,39.6972,39.6972,-31.0903,-31.0903,SAE,,,s_COR 26 [17181],TRACHYANDESITE [17181],,,,,,,,GLASSY [17181] ,VOL,,,,,WR [17181] ,59,0.15,,16.94,,,,3.84,0.77,0.11,0.22,11.4,4.81,6.59,0.03,,,,,,,,,,,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,,,0,0,0,110,33,,,,,242,5,69.7,1320,338.1,13,,,,,,,7,,,,2.7,11,215.4,338.7,29.65,89.7,13.21,0.63,8.57,1.81,12.15,2.41,7.69,1.41,8.9,1.28,31.3,28.88,,,,,,,,,11,,48.95,11.71,,,,,,,,,,,,,,,,,,,,,,,,,668436
[16341],OCEAN ISLAND,AZORES / CORVO / VILA DA CORVO FLANK ERUPTION,,39.6753,39.6753,-31.1112,-31.1112,SAE,128,128,s_C-09-16 [16341],"TRACHYANDESITE, BASALTIC [16341]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,52.57,1.96,,17.8,,,,8.77,5.99,2.5,0.24,7.86,2.4,5.46,0.85,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,,,,23,,7.5,133.4,,,,,,73.4,852.4,56,512,203.7,3.3,,,,,,,,,,,,703,,186.1,,,,,,,,,,,,,,,,,,,,,,,6.2,,21.2,3.8,,,,,,,,,,,,,,,,,,,,,,,,,612297
[16341],OCEAN ISLAND,AZORES / CORVO / VILA DA CORVO FLANK ERUPTION,,39.6727,39.6727,-31.1215,-31.1215,SAE,5,5,s_C-09-17.1 [16341],"TRACHYANDESITE, BASALTIC [16341]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,56.08,1.03,,18.85,,,,7.19,4.16,1.23,0.24,9.47,2.99,6.48,0.5,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,11.68,2.04,,,7.45,0.89,7.73,131.1,,,,,,54.11,770.35,41.66,590.64,200.37,3.31,,,,,,,,,,,0.13,1157.55,106.18,190.92,20.55,65.46,10.56,3.34,8.3,1.28,6.64,1.34,3.73,,3.58,0.57,10.61,18.69,,,,,,,,,7.38,,16.71,4.21,,,,,,,,,,,,,,,,,,,,,,,,,612298
[16341],OCEAN ISLAND,AZORES / CORVO / VILA DA CORVO FLANK ERUPTION,,39.6727,39.6727,-31.1215,-31.1215,SAE,5,5,s_C-09-17.2 [16341],"BASALT, PICRITIC [16341]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,41.05,2.99,,11.76,,,,12.71,15.29,10.67,0.17,1.8,0.13,1.67,0.17,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.91,,624.97,715.96,,,72.48,95.9,53.84,115.05,,,,,,2.59,572.89,20.2,84.84,11.63,4.67,,,,,,,,,,,0.03,109.57,18.38,29.37,4.45,19.35,4.67,1.51,4.53,0.62,3.6,0.59,1.59,,1.14,0.14,2.92,0.62,,,,,,,,,0.47,,0.65,0.44,,,,,,,,,,,,,,,,,,,,,,,,,612299
[16341][19965],OCEAN ISLAND,AZORES / CORVO / VILA DA CORVO FLANK ERUPTION,,39.6718,39.6718,-31.1108,-31.1108,SAE,5,5,s_C-09-19 [16341],TEPHRITE [16341] / NOT GIVEN [19965],80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,46.82,3.13,,16.46,,,,10.59,8.35,4.29,0.22,7.45,1.86,5.59,1.11,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.65,,184.39,3.71,,,26.79,3.44,19.28,111.06,,,,,,56.21,949.15,42.89,324.75,131.35,3.07,,,,,,,,,,,0.69,612.85,74.3,144.36,17.64,62.43,11.77,3.49,10.38,1.51,7.75,1.49,3.84,,3.15,0.45,7.03,11.24,,,,,,,,,3.89,,10.54,2.63,0.512922,,,0.703301,,,,,,,,,,,,,,0.28305,,,,,,,91003-C-09-19
[16341][18464][19965],OCEAN ISLAND,AZORES / CORVO / VILA DA CORVO FLANK ERUPTION,,39.6718,39.6718,-31.1108,-31.1108,SAE,5,5,s_C-09-20 [16341],"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",80000 [16341],1500000 [16341],,,,,,,VOL,,,,,WR [16341] ,45.52,2.3,,12.74,,,,10.19,13.21,10.74,0.17,3.2,0.88,2.32,0.39,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,3.8,,3.4,,,,,,,,,,,,41.71,,320.63,624.9,,,57.91,234.93,91.85,78.79,,,,,,23.92,499.06,24.78,166.16,56.39,1.41,,,,,,,,,,,0.23,348.96,37.03,67.3,8.42,31.98,6.28,2,5.71,0.82,4.37,0.81,2.12,,1.67,0.19,3.62,4.08,,,0.00005,,,,,,1.58,,4.01,1.01,0.51292,,,0.70341,,19.7481,,15.6236,,39.4479,,,,,0.1249,,,0.283049,,,,,,,91003-C-09-20
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.26,38.26,-26.66833333,-26.66833333,SAQ,-1014,-1014,s_028TVG-01 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,WR [25024] ,35.94,3.088,,16.88,,11.22,,,10.88,9.928,0.1786,3.1308,0.6868,2.444,0.6657,,,,,,,,,,,,,,,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102936
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.26,38.26,-26.66833333,-26.66833333,SAQ,-1014,-1014,s_028TVG-02 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,WR [25024] ,35.89,3.126,,16.82,,11.47,,,10.94,9.818,0.1797,3.092,0.69,2.402,0.6666,,,,,,,,,,,,,,,,7.73,,,,,,,,,,,,,,39.24219189,,,,,,,,,,,,,,23.95555556,,309.6234606,56.99085196,,,41.54839444,96.17008696,50.20270916,104.0511247,,,,,,12.87013354,622.1512543,30.96464789,238.0118715,62.57444934,2.744246601,,,,,,,,,,,0.1083,360.4628616,43.53693694,83.19777592,9.996870735,40.46894107,8.366783007,2.544221453,7.542350993,1.07479711,6.149517241,1.113450159,2.944711538,0.38835055,2.381057744,0.344429448,5.925,3.671565975,,,,,,,,,2.870946681,,4.227555556,1.203779786,0.51283,,,0.703669,,18.85951965,,15.49685391,,38.66445314,,,,,,,,,,,,,,,2102937
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.26,38.26,-26.66833333,-26.66833333,SAQ,-1014,-1014,s_028TVG-02 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,GL [25024] ,47.72,3.25,,15.37,,,9.81,,11.57,5.67,0.16,5.41,2.05,3.36,0.61,,,,,,,,0.08,,,,,0.17,,,,,,,,,,,,,,,,,39.24219189,,,,,,,,,,,,,,23.95555556,,309.6234606,56.99085196,,,41.54839444,96.17008696,50.20270916,104.0511247,,,,,,12.87013354,622.1512543,30.96464789,238.0118715,62.57444934,2.744246601,,,,,,,,,,,0.1083,360.4628616,43.53693694,83.19777592,9.996870735,40.46894107,8.366783007,2.544221453,7.542350993,1.07479711,6.149517241,1.113450159,2.944711538,0.38835055,2.381057744,0.344429448,5.925,3.671565975,,,,,,,,,2.870946681,,4.227555556,1.203779786,0.51283,,,0.703669,,18.85951965,,15.49685391,,38.66445314,,,,,,,,,,,,,,,2102938
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.28018333,38.28018333,-26.62175,-26.62175,SAQ,-1016,-1016,s_029TVG-01 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,GL [25024] ,47.1929,3.1976,,15.5025,,,9.7615,9.7615,11.5983,5.5492,0.1723,5.1184,1.9997,3.1187,1.2818,,,,,,,,0.0766,,,,,0.1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102939
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.28018333,38.28018333,-26.62175,-26.62175,SAQ,-1016,-1016,s_029TVG-02 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,GL [25024] ,47.7599,3.1518,,15.4672,,,9.6925,,11.4706,5.6503,0.167,5.3267,2.0333,3.2934,0.5916,,,,,,,,0.0781,,,,,0.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102940
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.28018333,38.28018333,-26.62175,-26.62175,SAQ,-1016,-1016,s_029TVG-02 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,WR [25024] ,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.543398234,,,,,,,,,,,,,,31.9010628,,269.6028325,497.2946927,,,52.70325666,302.6678261,162.0398406,76.19757758,,,,,,37.32146347,532.2201181,22.96309859,225.2632682,49.22164884,3.586488423,,,,,,,,,,,0.3037,390.3236904,32.21426426,67.89760912,7.938366118,32.12228622,6.638309536,1.988096886,5.867378587,0.823985551,4.647724138,0.82795289,2.15659965,0.282465845,1.747139773,0.250343558,5.297727273,2.975293057,,,,,,,,,3.016158868,,3.436376068,0.88989318,,,,,,,,,,,,,,,,,,,,,,,,,2102941
[25024],OCEAN ISLAND,AZORES / D. JOAO CASTRO BANK,,38.2582,38.2582,-26.60528333,-26.60528333,SAQ,-559,-559,s_728TVG-01 [25024],"BASALT, ALKALINE [25024]",,,,,,,,,VOL,,,,,WR [25024] ,42.95,2.819,,14.78,,10.39,,,10.72,10.16,0.1668,4.11,1.388,2.722,0.6174,,,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,13.74118828,,,,,,,,,,,,,,27.44721417,,282.0101601,342.7870112,,,43.91607834,165.8365217,118.6645418,78.87710232,,,,,,31.11725111,594.4065421,25.4628169,252.2402235,56.93983638,3.301100698,,,,,,,,,,,0.2225,429.7826427,37.10285285,76.79026967,9.055610197,36.3470093,7.382704037,2.230311419,6.342783297,0.909890427,5.121103448,0.917677515,2.406097028,0.317867378,1.953291959,0.282920245,6.202272727,3.507404068,,,,,,,,,2.937540805,,4.087760684,1.024650781,0.512806,,,0.703712,,18.67391066,,15.45230152,,38.50402601,,,,,,,,,,,,,,,2102944
